"location" "date" "time" "site" "rl" "length_m" "barnacles" "distortionr_m" "age" "magic_thaums"
"W" "29/09/2024" "14:00:00" 4 "R" 16 1 67 18 126.328791410651
"W" "29/09/2024" "14:00:00" 5 "L" 43 2 31 24 510.599312084825
"W" "29/09/2024" "14:00:00" 5 "R" 22 0 23 11 339.855762477331
"W" "29/09/2024" "14:00:00" 6 "L" 56 0 13 27 548.95781392252
"W" "29/09/2024" "14:00:00" 6 "R" 17 0 0 21 245.620765753386
"W" "29/09/2024" "14:00:00" 7 "L" 52 20 42 23 591.171830837575
"W" "29/09/2024" "14:00:00" 7 "R" 34 0 24 11 488.590776128266
"W" "29/09/2024" "14:00:00" 8 "L" 36 0 3 23 581.991687443345
"W" "29/09/2024" "14:00:00" 8 "R" 38 0 8 9 410.170558027308
"W" "29/09/2024" "14:00:00" 9 "L" 36 2 20 34 461.5936954942
"W" "29/09/2024" "14:00:00" 9 "R" 33 0 68 12 281.53147498922
"W" "29/09/2024" "14:00:00" 10 "L" 46 0 0 42 498.443805201629
"W" "29/09/2024" "14:00:00" 10 "R" 22 0 40 32 247.531102272716
"W" "29/09/2024" "12:30:00" 1 "L" 40 0 74 27 424.114155830881
"W" "29/09/2024" "12:30:00" 1 "R" 27 0 29 13 285.97525356909
"W" "29/09/2024" "12:30:00" 2 "L" 45 0 53 14 671.895553272953
"W" "29/09/2024" "12:30:00" 2 "R" 30 0 31 21 254.96753720566
"W" "29/09/2024" "12:30:00" 3 "L" 54 0 124 31 771.115800181753
"W" "29/09/2024" "12:30:00" 3 "R" 43 0 30 23 629.846308133973
"W" "29/09/2024" "12:30:00" 4 "L" 45 1 60 47 480.804091435505
"W" "29/09/2024" "12:30:00" 4 "R" 40 0 61 20 471.307148479952
"W" "29/09/2024" "12:30:00" 5 "L" 39 0 82 24 583.343965513919
"W" "29/09/2024" "12:30:00" 5 "R" 36 10 53 12 564.61313097755
"W" "29/09/2024" "12:30:00" 6 "L" 47 7 44 22 661.949630337528
"W" "29/09/2024" "12:30:00" 6 "R" 25 0 70 11 363.476108666587
"W" "29/09/2024" "12:30:00" 7 "L" 39 0 40 17 490.801701129274
"W" "29/09/2024" "12:30:00" 7 "R" 27 1 75 26 357.338858552399
"W" "29/09/2024" "12:30:00" 8 "L" 31 0 69 24 349.936039446792
"W" "29/09/2024" "12:30:00" 8 "R" 33 5 30 14 448.549187508245
"W" "29/09/2024" "12:30:00" 9 "L" 34 1 60 12 474.358543949545
"W" "29/09/2024" "12:30:00" 9 "R" 35 1 44 7 277.605583351112
"W" "29/09/2024" "12:30:00" 10 "L" 29 0 32 24 404.428170274114
"W" "29/09/2024" "12:30:00" 10 "R" 28 0 38 26 539.893449060963
"W" "27/09/2024" "15:34:00" 1 "L" 42 0 15 34 643.950546254292
"W" "27/09/2024" "15:34:00" 1 "R" 33 0 3 28 360.44150542733
"W" "27/09/2024" "15:34:00" 2 "L" 56 1 0 33 941.564182026849
"W" "27/09/2024" "15:34:00" 2 "R" 14 1 85 16 213.931462858975
"W" "27/09/2024" "15:34:00" 3 "L" 50 0 2 45 619.3657175375
"W" "27/09/2024" "15:34:00" 3 "R" 29 0 0 33 343.91899612589
"W" "27/09/2024" "15:34:00" 4 "L" 49 0 1 37 575.38349931156
"W" "27/09/2024" "15:34:00" 4 "R" 36 0 62 30 320.608790389577
"W" "27/09/2024" "15:34:00" 5 "L" 40 0 9 37 308.481934872129
"W" "27/09/2024" "15:34:00" 5 "R" 39 0 158 48 600.098279842867
"W" "27/09/2024" "15:34:00" 6 "L" 45 14 25 35 566.571823330293
"W" "27/09/2024" "15:34:00" 6 "R" 38 0 7 11 487.409385584918
"W" "27/09/2024" "15:34:00" 7 "L" 67 1 45 35 642.544295414644
"W" "27/09/2024" "15:34:00" 7 "R" 30 3 13 15 535.681691466409
"W" "27/09/2024" "15:34:00" 8 "L" 45 0 0 36 333.727878517614
"W" "27/09/2024" "15:34:00" 8 "R" 39 0 55 14 586.692945293977
"W" "27/09/2024" "15:34:00" 9 "L" 47 0 7 32 608.702375495013
"W" "27/09/2024" "15:34:00" 9 "R" 18 0 7 0 456.444931971012
"W" "27/09/2024" "15:34:00" 10 "L" 39 0 0 31 559.131972473574
"W" "27/09/2024" "15:34:00" 10 "R" 17 0 58 30 371.542377905279
"W" "01/10/2024" "15:20:00" 1 "L" 55 1 4 12 675.040191009216
"W" "01/10/2024" "15:20:00" 1 "R" 34 0 38 18 460.069176825738
"W" "01/10/2024" "15:20:00" 2 "L" 49 2 2 28 622.36496546764
"W" "01/10/2024" "15:20:00" 2 "R" 26 0 15 17 222.945815321371
"W" "01/10/2024" "15:20:00" 3 "L" 53 0 39 15 490.894426630393
"W" "01/10/2024" "15:20:00" 3 "R" 30 0 70 26 317.390486090076
"W" "01/10/2024" "15:20:00" 4 "L" 50 1 7 36 569.726300164419
"W" "01/10/2024" "15:20:00" 4 "R" 26 0 0 25 495.544748556818
"W" "01/10/2024" "15:20:00" 5 "L" 50 0 120 22 605.950170688937
"W" "01/10/2024" "15:20:00" 5 "R" 34 1 24 12 423.393822030404
"W" "01/10/2024" "15:20:00" 6 "L" 54 0 11 15 718.653127990397
"W" "01/10/2024" "15:20:00" 6 "R" 32 0 20 14 333.248542045405
"W" "01/10/2024" "15:20:00" 7 "L" 32 0 25 18 448.756075719019
"W" "01/10/2024" "15:20:00" 7 "R" 20 0 50 25 313.486494599164
"W" "01/10/2024" "15:20:00" 8 "L" 39 0 120 30 370.813788087644
"W" "01/10/2024" "15:20:00" 8 "R" 22 0 90 14 263.023945341212
"W" "01/10/2024" "15:20:00" 9 "L" 45 0 20 12 483.35079213987
"W" "01/10/2024" "15:20:00" 9 "R" 20 0 75 25 500.990444936786
"W" "01/10/2024" "15:20:00" 10 "L" 40 0 5 25 445.073749182134
"W" "01/10/2024" "15:20:00" 10 "R" 32 0 2 15 413.442656337485
"W" "02/10/2024" "16:20:00" 1 "L" 52 0 0 44 693.894870585093
"W" "02/10/2024" "16:20:00" 1 "R" 22 0 50 13 304.633599711745
"W" "02/10/2024" "16:20:00" 2 "L" 52 0 42 22 661.411380784893
"W" "02/10/2024" "16:20:00" 2 "R" 32 0 30 12 461.877732334538
"W" "02/10/2024" "16:20:00" 3 "L" 61 9 2 14 705.251525749729
"W" "02/10/2024" "16:20:00" 3 "R" 24 0 71 12 225.376013430397
"W" "02/10/2024" "16:20:00" 4 "L" 32 1 19 18 430.095069193836
"W" "02/10/2024" "16:20:00" 4 "R" 20 0 8 32 416.545508331439
"W" "02/10/2024" "16:20:00" 5 "L" 44 51 22 38 729.08942880338
"W" "02/10/2024" "16:20:00" 5 "R" 21 0 4 42 370.305323476108
"W" "02/10/2024" "16:20:00" 6 "L" 42 25 31 29 655.870024177235
"W" "02/10/2024" "16:20:00" 6 "R" 24 0 18 17 392.137188008716
"W" "02/10/2024" "16:20:00" 7 "L" 34 3 0 32 627.045981121685
"W" "02/10/2024" "16:20:00" 7 "R" 22 0 62 15 354.182051757241
"W" "02/10/2024" "16:20:00" 8 "L" 30 0 162 18 354.504319806604
"W" "02/10/2024" "16:20:00" 8 "R" 28 0 3 26 332.840906073072
"W" "02/10/2024" "16:20:00" 9 "L" 32 0 0 26 650.095025523471
"W" "02/10/2024" "16:20:00" 9 "R" 34 0 18 18 374.540351677317
"W" "02/10/2024" "16:20:00" 10 "L" 39 0 40 8 535.956363033102
"W" "02/10/2024" "16:20:00" 10 "R" 34 0 52 21 548.520190366329
"W" "03/10/2024" "18:00:00" 1 "L" 58 0 9 8 527.723887174787
"W" "03/10/2024" "18:00:00" 1 "R" 36 0 51 9 373.412348206842
"W" "03/10/2024" "18:00:00" 2 "L" 46 0 62 11 491.270241374071
"W" "03/10/2024" "18:00:00" 2 "R" 13 0 47 24 282.527893390348
"W" "03/10/2024" "18:00:00" 3 "L" 43 0 23 21 678.433154841283
"W" "03/10/2024" "18:00:00" 3 "R" 19 0 57 9 257.765438888778
"W" "03/10/2024" "18:00:00" 4 "L" 38 0 23 13 845.675127939946
"W" "03/10/2024" "18:00:00" 4 "R" 27 0 2 21 265.103008299193
"W" "03/10/2024" "18:00:00" 5 "L" 41 0 1 14 479.771051540636
"W" "03/10/2024" "18:00:00" 5 "R" 34 0 45 24 414.585374137191
"W" "03/10/2024" "18:00:00" 6 "L" 44 0 14 30 553.629365608294
"W" "03/10/2024" "18:00:00" 6 "R" 24 0 7 18 249.015842431084
"W" "03/10/2024" "18:00:00" 7 "L" 40 24 24 30 600.438616460391
"W" "03/10/2024" "18:00:00" 7 "R" 23 0 60 28 246.526742781777
"W" "03/10/2024" "18:00:00" 8 "L" 51 0 11 48 682.969767779733
"W" "03/10/2024" "18:00:00" 8 "R" 31 0 16 14 465.069439563975
"W" "03/10/2024" "18:00:00" 9 "L" 53 0 0 36 679.750619355877
"W" "03/10/2024" "18:00:00" 9 "R" 29 0 11 42 298.300041437132
"W" "03/10/2024" "18:00:00" 10 "L" 61 0 4 29 723.530914455842
"W" "03/10/2024" "18:00:00" 10 "R" 36 12 22 27 493.246468515542
"W" "02/10/2024" "17:15:00" 1 "L" 24 0 14 11 299.36452186164
"W" "02/10/2024" "17:15:00" 1 "R" 22 0 31 10 315.754123074115
"W" "02/10/2024" "17:15:00" 2 "L" 45 6 23 22 575.94428367459
"W" "02/10/2024" "17:15:00" 2 "R" 24 0 12 12 519.270929185071
"W" "02/10/2024" "17:15:00" 3 "L" 20 0 11 20 284.02833907971
"W" "02/10/2024" "17:15:00" 3 "R" 24 1 0 13 370.696435635138
"W" "02/10/2024" "17:15:00" 4 "L" 43 0 0 16 489.416292755138
"W" "02/10/2024" "17:15:00" 4 "R" 18 0 20 21 519.818429785048
"W" "02/10/2024" "17:15:00" 5 "L" 34 2 10 24 454.018413634869
"W" "02/10/2024" "17:15:00" 5 "R" 22 0 35 15 42.8528645477425
"W" "02/10/2024" "17:15:00" 6 "L" 41 1 10 11 598.291193034087
"W" "02/10/2024" "17:15:00" 6 "R" 30 0 12 17 216.288501044226
"W" "02/10/2024" "17:15:00" 7 "L" 40 1 45 14 384.341619003203
"W" "02/10/2024" "17:15:00" 7 "R" 15 0 20 9 429.251693509227
"W" "02/10/2024" "17:15:00" 8 "L" 46 5 50 14 441.579026697541
"W" "02/10/2024" "17:15:00" 8 "R" 49 5 30 38 682.709860773431
"W" "02/10/2024" "17:15:00" 9 "L" 32 0 13 32 379.969529810434
"W" "02/10/2024" "17:15:00" 9 "R" 30 0 35 12 310.377262518181
"W" "02/10/2024" "17:15:00" 10 "L" 44 0 1 31 638.327970576843
"W" "02/10/2024" "17:15:00" 10 "R" 29 1 2 29 353.294497317845
"E" "02/10/2024" "16:15:00" 1 "L" 53 4 9 15 715.508142755825
"E" "02/10/2024" "16:15:00" 1 "R" 45 4 30 10 506.062840924926
"E" "02/10/2024" "16:15:00" 2 "L" 58 0 5 43 593.177893871497
"E" "02/10/2024" "16:15:00" 2 "R" 58 0 1 29 531.895844083858
"E" "02/10/2024" "16:15:00" 3 "L" 68 0 1 15 959.241029172829
"E" "02/10/2024" "16:15:00" 3 "R" 53 1 1 5 881.114096235625
"E" "02/10/2024" "16:15:00" 4 "L" 65 0 20 10 830.795514638768
"E" "02/10/2024" "16:15:00" 4 "R" 20 0 18 16 375.248405806985
"E" "02/10/2024" "16:15:00" 5 "L" 55 0 10 25 589.468903415234
"E" "02/10/2024" "16:15:00" 5 "R" 20 0 0 24 342.241052678687
"E" "02/10/2024" "16:15:00" 6 "L" 45 0 36 32 477.646643319088
"E" "02/10/2024" "16:15:00" 6 "R" 23 1 13 15 426.706799195591
"E" "02/10/2024" "16:15:00" 7 "L" 61 0 10 11 762.749890305253
"E" "02/10/2024" "16:15:00" 7 "R" 19 0 24 14 148.419172375992
"E" "02/10/2024" "16:15:00" 8 "L" 49 40 19 14 628.453532102264
"E" "02/10/2024" "16:15:00" 8 "R" 47 27 2 8 577.64674337805
"E" "02/10/2024" "16:15:00" 9 "L" 52 65 1 48 877.125586823858
"E" "02/10/2024" "16:15:00" 9 "R" 15 0 26 17 278.751508297421
"E" "02/10/2024" "16:15:00" 10 "L" 45 0 10 14 569.51937708225
"E" "02/10/2024" "16:15:00" 10 "R" 27 4 45 7 353.462044889761
"E" "30/09/2024" "16:00:00" 1 "L" 52 6 32 9 660.828936592264
"E" "30/09/2024" "16:00:00" 1 "R" 13 0 62 16 108.624003956263
"E" "30/09/2024" "16:00:00" 2 "L" 27 0 111 8 458.623354982711
"E" "30/09/2024" "16:00:00" 2 "R" 14 0 35 11 267.709412927543
"E" "30/09/2024" "16:00:00" 3 "L" 59 0 37 18 548.866042909741
"E" "30/09/2024" "16:00:00" 3 "R" 26 0 10 7 356.296819469373
"E" "30/09/2024" "16:00:00" 4 "L" 69 6 37 21 823.751327235185
"E" "30/09/2024" "16:00:00" 4 "R" 28 2 20 17 448.252711168263
"E" "30/09/2024" "16:00:00" 5 "L" 47 3 18 6 422.047735763973
"E" "30/09/2024" "16:00:00" 5 "R" 27 1 31 8 590.407089403922
"E" "30/09/2024" "16:00:00" 6 "L" 64 1 0 15 822.00578553498
"E" "30/09/2024" "16:00:00" 6 "R" 28 0 26 12 259.608011224466
"E" "30/09/2024" "16:00:00" 7 "L" 55 0 31 14 741.890738070698
"E" "30/09/2024" "16:00:00" 7 "R" 34 1 23 11 362.844732673765
"E" "30/09/2024" "16:00:00" 8 "L" 68 0 5 22 687.075258612684
"E" "30/09/2024" "16:00:00" 8 "R" 37 0 7 25 429.776686740465
"E" "30/09/2024" "16:00:00" 9 "L" 53 24 20 18 581.046324418187
"E" "30/09/2024" "16:00:00" 9 "R" 32 0 0 27 393.299446544089
"E" "30/09/2024" "16:00:00" 10 "L" 47 3 3 13 545.236639806067
"E" "30/09/2024" "16:00:00" 10 "R" 31 0 11 14 431.132442666143
"W" "03/10/2024" "09:10:00" 1 "L" 40 0 30 25 378.623333614644
"W" "03/10/2024" "09:10:00" 1 "R" 34 2 5 31 521.036048056382
"W" "03/10/2024" "09:10:00" 2 "L" 36 0 7 27 275.696006233765
"W" "03/10/2024" "09:10:00" 2 "R" 35 0 5 35 604.58694724344
"W" "03/10/2024" "09:10:00" 3 "L" 41 1 4 33 408.329160582802
"W" "03/10/2024" "09:10:00" 3 "R" 37 0 2 21 626.662090444151
"W" "03/10/2024" "09:10:00" 4 "L" 37 0 1 22 356.305128856458
"W" "03/10/2024" "09:10:00" 4 "R" 33 1 14 23 430.142722404939
"W" "03/10/2024" "09:10:00" 5 "L" 45 0 1 44 535.217005494986
"W" "03/10/2024" "09:10:00" 5 "R" 38 1 6 36 487.833826462147
"W" "03/10/2024" "09:10:00" 6 "L" 51 0 5 41 387.746797353403
"W" "03/10/2024" "09:10:00" 6 "R" 44 0 11 50 451.915016731646
"W" "03/10/2024" "09:10:00" 7 "L" 47 0 5 40 549.165745389181
"W" "03/10/2024" "09:10:00" 7 "R" 42 2 2 40 508.935050186168
"W" "03/10/2024" "09:10:00" 8 "L" 51 0 2 45 472.891407727382
"W" "03/10/2024" "09:10:00" 8 "R" 43 2 23 26 510.426996717554
"W" "03/10/2024" "09:10:00" 9 "L" 37 1 12 22 519.985905502822
"W" "03/10/2024" "09:10:00" 9 "R" 35 0 5 25 402.739454320942
"W" "03/10/2024" "09:10:00" 10 "L" 35 0 35 20 412.678385002639
"W" "03/10/2024" "09:10:00" 10 "R" 26 1 9 26 224.853536484173
"E" "30/09/2024" "14:30:00" 1 "L" 60 0 5 58 678.444603334349
"E" "30/09/2024" "14:30:00" 1 "R" 26 0 9 25 221.654657412713
"E" "30/09/2024" "14:30:00" 2 "L" 51 1 13 26 606.84179032622
"E" "30/09/2024" "14:30:00" 2 "R" 22 1 21 14 345.956846019727
"E" "30/09/2024" "14:30:00" 3 "L" 53 1 4 7 466.562809374868
"E" "30/09/2024" "14:30:00" 3 "R" 22 0 22 10 286.959690075344
"E" "30/09/2024" "14:30:00" 4 "L" 31 0 18 11 266.934216194161
"E" "30/09/2024" "14:30:00" 4 "R" 19 0 23 21 391.080275869347
"E" "30/09/2024" "14:30:00" 5 "L" 51 0 53 19 607.51007386044
"E" "30/09/2024" "14:30:00" 5 "R" 28 3 38 24 374.743701064416
"E" "30/09/2024" "14:30:00" 6 "L" 51 0 14 6 522.444089435972
"E" "30/09/2024" "14:30:00" 6 "R" 40 0 26 19 538.302621535774
"E" "30/09/2024" "14:30:00" 7 "L" 39 0 6 20 564.383415064373
"E" "30/09/2024" "14:30:00" 7 "R" 25 0 9 20 366.95279345534
"E" "30/09/2024" "14:30:00" 8 "L" 63 0 7 7 684.439268989788
"E" "30/09/2024" "14:30:00" 8 "R" 18 0 10 21 338.363775039919
"E" "30/09/2024" "14:30:00" 9 "L" 42 0 24 26 590.127528565977
"E" "30/09/2024" "14:30:00" 9 "R" 29 0 20 8 422.564181981681
"E" "30/09/2024" "14:30:00" 10 "L" 55 0 12 24 655.478926886268
"E" "30/09/2024" "14:30:00" 10 "R" 44 0 11 23 415.028279984441
"W" "29/09/2024" "14:15:00" 1 "L" 59 0 10 47 629.521626708677
"W" "29/09/2024" "14:15:00" 1 "R" 45 0 100 52 630.372702111457
"W" "29/09/2024" "14:15:00" 2 "L" 52 0 1 14 539.531684796705
"W" "29/09/2024" "14:15:00" 2 "R" 39 0 14 31 418.129573795548
"W" "29/09/2024" "14:15:00" 3 "L" 49 0 113 46 825.889079594343
"W" "29/09/2024" "14:15:00" 3 "R" 44 0 45 42 675.782517338225
"W" "29/09/2024" "14:15:00" 4 "L" 38 1 1 25 514.149220376147
"W" "29/09/2024" "14:15:00" 4 "R" 35 0 11 4 618.451741274365
"W" "29/09/2024" "14:15:00" 5 "L" 32 0 29 12 489.184043216002
"W" "29/09/2024" "14:15:00" 5 "R" 25 0 45 18 330.870585655688
"W" "29/09/2024" "14:15:00" 6 "L" 51 13 0 29 610.20123636032
"W" "29/09/2024" "14:15:00" 6 "R" 23 3 13 22 260.369095241233
"W" "29/09/2024" "14:15:00" 7 "L" 49 3 5 22 674.106274280081
"W" "29/09/2024" "14:15:00" 7 "R" 23 5 49 11 303.465182131905
"W" "29/09/2024" "14:15:00" 8 "L" 45 1 15 39 319.012940570606
"W" "29/09/2024" "14:15:00" 8 "R" 29 0 6 11 333.029970100653
"W" "29/09/2024" "14:15:00" 9 "L" 56 0 0 4 836.327366448221
"W" "29/09/2024" "14:15:00" 9 "R" 20 0 0 6 257.512230634603
"W" "29/09/2024" "14:15:00" 10 "L" 55 0 9 11 376.016844071283
"W" "29/09/2024" "14:15:00" 10 "R" 19 0 19 14 284.83263356962
"W" "27/09/2024" "14:10:00" 1 "L" 45 0 18 23 605.315167199086
"W" "27/09/2024" "14:10:00" 1 "R" 37 3 18 14 287.98577628428
"W" "27/09/2024" "14:10:00" 2 "L" 43 0 2 14 508.028017685181
"W" "27/09/2024" "14:10:00" 2 "R" 28 0 40 25 420.138240131255
"W" "27/09/2024" "14:10:00" 3 "L" 45 0 14 37 853.090695867267
"W" "27/09/2024" "14:10:00" 3 "R" 32 0 13 29 339.979093129762
"W" "27/09/2024" "14:10:00" 4 "L" 52 0 2 40 777.490763873507
"W" "27/09/2024" "14:10:00" 4 "R" 36 0 1 32 656.876289389418
"W" "27/09/2024" "14:10:00" 5 "L" 47 0 0 35 641.990508291095
"W" "27/09/2024" "14:10:00" 5 "R" 37 0 1 38 491.522410078624
"W" "27/09/2024" "14:10:00" 6 "L" 47 0 45 42 521.265667488763
"W" "27/09/2024" "14:10:00" 6 "R" 41 0 6 43 511.583736431732
"W" "27/09/2024" "14:10:00" 7 "L" 51 0 15 37 824.121471924833
"W" "27/09/2024" "14:10:00" 7 "R" 42 0 2 36 477.415998456853
"W" "27/09/2024" "14:10:00" 8 "L" 43 1 43 39 564.486296300967
"W" "27/09/2024" "14:10:00" 8 "R" 38 0 23 14 477.554351405524
"W" "27/09/2024" "14:10:00" 9 "L" 46 0 82 39 783.536945753879
"W" "27/09/2024" "14:10:00" 9 "R" 32 0 25 11 391.179545770994
"W" "27/09/2024" "14:10:00" 10 "L" 49 0 2 32 478.595140136266
"W" "27/09/2024" "14:10:00" 10 "R" 48 0 5 10 470.838804871807
"W" "30/09/2024" "14:15:00" 1 "L" 40 2 21 14 505.307013152319
"W" "30/09/2024" "14:15:00" 1 "R" 20 0 5 10 213.032618603391
"W" "30/09/2024" "14:15:00" 2 "L" 42 0 90 20 639.796639191254
"W" "30/09/2024" "14:15:00" 2 "R" 23 0 130 17 229.376799270107
"W" "30/09/2024" "14:15:00" 3 "L" 42 0 9 29 663.216649711724
"W" "30/09/2024" "14:15:00" 3 "R" 38 0 21 18 498.000127946238
"W" "30/09/2024" "14:15:00" 4 "L" 37 0 11 23 248.050770712714
"W" "30/09/2024" "14:15:00" 4 "R" 23 3 34 9 309.230874502852
"W" "30/09/2024" "14:15:00" 5 "L" 25 0 107 20 193.45251465454
"W" "30/09/2024" "14:15:00" 5 "R" 20 0 110 15 290.240384506758
"W" "30/09/2024" "14:15:00" 6 "L" 35 1 25 11 292.36168524547
"W" "30/09/2024" "14:15:00" 6 "R" 12 0 90 12 212.465939850746
"W" "30/09/2024" "14:15:00" 7 "L" 31 0 40 10 496.926638249003
"W" "30/09/2024" "14:15:00" 7 "R" 15 0 75 20 143.576596016395
"W" "30/09/2024" "14:15:00" 8 "L" 39 0 160 8 511.600611879526
"W" "30/09/2024" "14:15:00" 8 "R" 17 0 20 19 319.348269874487
"W" "30/09/2024" "14:15:00" 9 "L" 39 0 9 5 537.617428081308
"W" "30/09/2024" "14:15:00" 9 "R" 11 0 47 24 235.507473639116
"W" "30/09/2024" "14:15:00" 10 "L" 18 0 151 19 357.875110408121
"W" "30/09/2024" "14:15:00" 10 "R" 25 0 102 23 511.623158576113
"E" "05/10/2024" "08:10:00" 1 "L" 55 0 3 14 741.292235220873
"E" "05/10/2024" "08:10:00" 1 "R" 20 0 5 21 270.123129891727
"E" "05/10/2024" "08:10:00" 2 "L" 53 0 15 14 655.661430527823
"E" "05/10/2024" "08:10:00" 2 "R" 24 0 35 22 254.688795264379
"E" "05/10/2024" "08:10:00" 3 "L" 50 0 13 10 800.656661823403
"E" "05/10/2024" "08:10:00" 3 "R" 25 0 7 20 397.252605214772
"E" "05/10/2024" "08:10:00" 4 "L" 44 0 6 26 432.824671200714
"E" "05/10/2024" "08:10:00" 4 "R" 33 0 1 23 219.832609214141
"E" "05/10/2024" "08:10:00" 5 "L" 52 2 4 5 551.863898146218
"E" "05/10/2024" "08:10:00" 5 "R" 29 0 10 21 441.827028195313
"E" "05/10/2024" "08:10:00" 6 "L" 44 0 1 35 417.606267394685
"E" "05/10/2024" "08:10:00" 6 "R" 42 3 24 15 336.524958570939
"E" "05/10/2024" "08:10:00" 7 "L" 50 0 9 30 621.546948937351
"E" "05/10/2024" "08:10:00" 7 "R" 42 3 52 25 507.014526660675
"E" "05/10/2024" "08:10:00" 8 "L" 49 0 1 12 575.8159385692
"E" "05/10/2024" "08:10:00" 8 "R" 40 0 13 10 527.88255621287
"E" "05/10/2024" "08:10:00" 9 "L" 44 0 1 16 622.018236238636
"E" "05/10/2024" "08:10:00" 9 "R" 19 0 39 9 433.968953907639
"E" "05/10/2024" "08:10:00" 10 "L" 44 0 36 11 499.112769345992
"E" "05/10/2024" "08:10:00" 10 "R" 25 1 1 8 333.717917593703
"E" "30/09/2024" "15:20:00" 1 "L" 52 2 18 34 518.778583976349
"E" "30/09/2024" "15:20:00" 1 "R" 36 1 3 21 439.669390432323
"E" "30/09/2024" "15:20:00" 2 "L" 57 21 0 11 751.785030029135
"E" "30/09/2024" "15:20:00" 2 "R" 21 1 22 14 287.424005517984
"E" "30/09/2024" "15:20:00" 3 "L" 55 2 12 26 601.943610137312
"E" "30/09/2024" "15:20:00" 3 "R" 20 0 36 14 306.81879381964
"E" "30/09/2024" "15:20:00" 4 "L" 48 0 6 13 568.774405659968
"E" "30/09/2024" "15:20:00" 4 "R" 20 0 10 16 327.243049270424
"E" "30/09/2024" "15:20:00" 5 "L" 56 0 1 35 816.521389727151
"E" "30/09/2024" "15:20:00" 5 "R" 34 0 0 7 247.624280885481
"E" "30/09/2024" "15:20:00" 6 "L" 46 4 4 15 604.687381835467
"E" "30/09/2024" "15:20:00" 6 "R" 31 0 10 32 428.41884668196
"E" "30/09/2024" "15:20:00" 7 "L" 49 2 18 7 641.538381101019
"E" "30/09/2024" "15:20:00" 7 "R" 19 0 6 10 238.417333380332
"E" "30/09/2024" "15:20:00" 8 "L" 50 4 37 28 792.895260668794
"E" "30/09/2024" "15:20:00" 8 "R" 17 0 11 15 203.229994869399
"E" "30/09/2024" "15:20:00" 9 "L" 43 0 8 15 433.815667814332
"E" "30/09/2024" "15:20:00" 9 "R" 19 0 16 21 218.382987833164
"E" "30/09/2024" "15:20:00" 10 "L" 46 0 28 14 534.956847386998
"E" "30/09/2024" "15:20:00" 10 "R" 10 0 11 14 179.443851085947
"E" "01/10/2024" "17:35:00" 1 "L" 49 8 6 19 609.599861530645
"E" "01/10/2024" "17:30:00" 1 "R" 22 0 88 17 412.47408592925
"E" "01/10/2024" "17:45:00" 2 "L" 39 1 4 8 392.123676088733
"E" "01/10/2024" "17:40:00" 2 "R" 30 0 57 14 433.297492424691
"E" "01/10/2024" "17:55:00" 3 "L" 41 13 8 19 563.357487051199
"E" "01/10/2024" "17:50:00" 3 "R" 27 0 126 14 475.645651437625
"E" "01/10/2024" "18:05:00" 4 "L" 43 3 27 28 762.211718223974
"E" "01/10/2024" "18:00:00" 4 "R" 20 0 30 27 299.986439695001
"E" "01/10/2024" "18:15:00" 5 "L" 37 4 45 25 343.475106923964
"E" "01/10/2024" "18:10:00" 5 "R" 36 1 25 28 350.768764172248
"E" "01/10/2024" "18:25:00" 6 "L" 42 2 1 15 535.88811081478
"E" "01/10/2024" "18:20:00" 6 "R" 23 0 30 15 318.075107039777
"E" "01/10/2024" "18:35:00" 7 "L" 40 3 1 23 369.662513403839
"E" "01/10/2024" "18:30:00" 7 "R" 25 1 1 20 128.966497719728
"E" "01/10/2024" "18:45:00" 8 "L" 52 0 3 18 706.26255063328
"E" "01/10/2024" "18:40:00" 8 "R" 14 0 21 15 227.686114221637
"E" "01/10/2024" "18:55:00" 9 "L" 56 1 37 17 612.070680478343
"E" "01/10/2024" "18:50:00" 9 "R" 31 0 48 21 534.502003717649
"E" "01/10/2024" "19:05:00" 10 "L" 27 0 8 23 381.659483560761
"E" "01/10/2024" "19:00:00" 10 "R" 32 1 10 8 491.053725191385
"W" "29/09/2024" "15:00:00" 1 "L" 54 0 1 35 718.935825249878
"W" "29/09/2024" "15:00:00" 1 "R" 45 0 0 34 698.812501068617
"W" "29/09/2024" "15:00:00" 2 "L" 53 0 0 32 486.547473889949
"W" "29/09/2024" "15:00:00" 2 "R" 49 0 25 43 547.172260370315
"W" "29/09/2024" "15:00:00" 3 "L" 52 0 0 33 627.436545882435
"W" "29/09/2024" "15:00:00" 3 "R" 34 0 10 10 500.002987603225
"W" "29/09/2024" "15:00:00" 4 "L" 56 1 0 28 532.53874649488
"W" "29/09/2024" "15:00:00" 4 "R" 48 0 0 11 580.023769596196
"W" "29/09/2024" "15:00:00" 5 "L" 51 0 0 34 640.127764684804
"W" "29/09/2024" "15:00:00" 5 "R" 40 0 13 11 583.572202521379
"W" "29/09/2024" "15:00:00" 6 "L" 50 0 18 22 614.988400409929
"W" "29/09/2024" "15:00:00" 6 "R" 55 0 0 34 607.159161346655
"W" "29/09/2024" "15:00:00" 7 "L" 41 5 65 31 433.589221305693
"W" "29/09/2024" "15:00:00" 7 "R" 30 14 9 11 407.309981586591
"W" "29/09/2024" "15:00:00" 8 "L" 43 27 5 11 616.750280473739
